time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m
2013-01-19 1400,196.95,0,262.89,0.02,57.94,25.35,1.52
2013-01-19 1500,177.27,1.03,236.91,0.02,47.12,25.02,1.45
2013-01-19 1600,142.9,2.07,192.94,0.02,34.48,24.92,1.66
2013-01-19 1700,33.7,0,57.98,0,21.05,24.54,1.38
2013-01-19 1800,7.77,0,20.99,0,7.22,24.06,1.24
2013-01-19 1900,0,0,0,0,0,23.31,1.17
2013-01-19 2000,0,0,0,0,0,22.77,0.97
2013-01-19 2100,0,0,0,0,0,22.09,0.76
2013-01-19 2200,0,0,0,0,0,21.61,0.83
2013-01-19 2300,0,0,0,0,0,21.36,0.9
2013-01-20 0000,0,0,0,0,0,21.03,0.97
2013-01-20 0100,0,0,0,0,0,20.69,0.97
2013-01-20 0200,0,0,0,0,0,21.17,0.69
2013-01-20 0300,0,0,0,0,0,21.18,0.76
2013-01-20 0400,0,0,0,0,0,21.36,0.69
2013-01-20 0500,0,0,0,0,0,21.37,0.76
2013-01-20 0600,0,0,0,0,0,21.09,0.83
2013-01-20 0700,39.61,0,64.95,0.01,3.55,21.27,0.62
2013-01-20 0800,45.59,0,72.95,0.01,17.45,22.44,0.83
2013-01-20 0900,122.39,1.02,167.94,0.01,31.05,23.68,1.24
2013-01-20 1000,229.19,12.21,290.95,0.02,43.99,25.39,1.52
2013-01-20 1100,230.83,3.05,302.89,0.02,55.49,25.59,1.45
2013-01-20 1200,198.82,0,265.89,0.02,63.58,25.74,1.38
2013-01-20 1300,442.23,115.03,467.61,0.05,64.72,25.97,1.59
2013-01-20 1400,370.71,64.29,422.31,0.04,58.14,25.17,1.17
2013-01-20 1500,84.9,0,122.95,0.01,47.29,24.14,1.24
2013-01-20 1600,51.61,0,80.97,0.01,34.63,23.59,1.1
2013-01-20 1700,69.1,0,102.96,0.01,21.17,23.37,0.97
2013-01-20 1800,2.69,0,11.99,0,7.32,23.03,0.9
2013-01-20 1900,0,0,0,0,0,22.42,0.97
2013-01-20 2000,0,0,0,0,0,21.82,0.9
2013-01-20 2100,0,0,0,0,0,21.62,0.76
2013-01-20 2200,0,0,0,0,0,21.5,0.76
2013-01-20 2300,0,0,0,0,0,21.32,0.9
2013-01-21 0000,0,0,0,0,0,21.43,0.83
2013-01-21 0100,0,0,0,0,0,21.28,0.9
2013-01-21 0200,0,0,0,0,0,21.3,0.76
2013-01-21 0300,0,0,0,0,0,21.23,0.9
2013-01-21 0400,0,0,0,0,0,21.34,0.97
2013-01-21 0500,0,0,0,0,0,21.52,1.03
2013-01-21 0600,0,0,0,0,0,21.31,1.03
2013-01-21 0700,25.96,0,46.97,0,3.5,21.19,0.9
2013-01-21 0800,86.59,0,123.91,0.01,17.43,22,1.24
2013-01-21 0900,23.56,0,43.98,0,31.05,22.82,1.45
2013-01-21 1000,37.77,0,62.97,0.01,44.03,23.07,1.45
2013-01-21 1100,65.83,0,98.96,0.01,55.59,23.82,1.52
2013-01-21 1200,314.31,18.3,391.94,0.03,63.76,23.84,1.24
2013-01-21 1300,282.73,8.14,364.9,0.03,64.95,25.47,1.1
2013-01-21 1400,104.56,0,146.94,0.01,58.36,23.66,1.38
2013-01-21 1500,301.87,43.03,351.23,0.03,47.46,24.51,1.31
2013-01-21 1600,226.21,35.12,264.27,0.02,34.77,24.5,0.62
2013-01-21 1700,29.29,0,51.98,0,21.29,23.88,0.83
2013-01-21 1800,0.43,0,7,0,7.42,22.59,0.69
2013-01-21 1900,0,0,0,0,0,22.16,0.69
2013-01-21 2000,0,0,0,0,0,22.07,0.62
2013-01-21 2100,0,0,0,0,0,21.84,0.55
2013-01-21 2200,0,0,0,0,0,21.47,0.48
2013-01-21 2300,0,0,0,0,0,21.29,0.55
2013-01-22 0000,0,0,0,0,0,21.38,0.62
2013-01-22 0100,0,0,0,0,0,21.44,0.62
2013-01-22 0200,0,0,0,0,0,21.7,0.21
2013-01-22 0300,0,0,0,0,0,21.39,0.55
2013-01-22 0400,0,0,0,0,0,21.29,0.83
2013-01-22 0500,0,0,0,0,0,21.21,0.97
2013-01-22 0600,0,0,0,0,0,21.11,0.83
2013-01-22 0700,3.24,0,12.99,0,3.46,21.31,0.83
2013-01-22 0800,28.17,0,49.96,0,17.41,21.3,0.62
2013-01-22 0900,34.81,0,58.98,0,31.06,22.41,0.76
2013-01-22 1000,100.24,0,140.94,0.01,44.07,22.32,0.97
2013-01-22 1100,185.24,0,245.9,0.02,55.69,22.52,0.76
2013-01-22 1200,304.68,14.23,381.92,0.03,63.95,22.5,0.97
2013-01-22 1300,361.87,40.7,433.08,0.04,65.18,23.85,0.9
2013-01-22 1400,365.41,59.16,420.26,0.04,58.57,23.38,0.41
2013-01-22 1500,75.25,0,111.96,0.01,47.64,26.07,0.83
2013-01-22 1600,283.7,91.89,279.93,0.03,34.91,24.49,0.76
2013-01-22 1700,15.67,0,32.99,0,21.4,23.52,0.62
2013-01-22 1800,21.35,0,40.97,0,7.52,23,0.76
2013-01-22 1900,0,0,0,0,0,22.57,0.83
2013-01-22 2000,0,0,0,0,0,22.22,0.83
2013-01-22 2100,0,0,0,0,0,21.77,0.69
2013-01-22 2200,0,0,0,0,0,21.52,0.69
2013-01-22 2300,0,0,0,0,0,21.37,0.62
2013-01-23 0000,0,0,0,0,0,21.36,0.69
2013-01-23 0100,0,0,0,0,0,21.42,0.62
2013-01-23 0200,0,0,0,0,0,21.65,0.55
2013-01-23 0300,0,0,0,0,0,21.77,0.48
2013-01-23 0400,0,0,0,0,0,21.73,0.34
2013-01-23 0500,0,0,0,0,0,21.39,0.55
2013-01-23 0600,0,0,0,0,0,21.55,0.55
2013-01-23 0700,11.08,0,25.98,0,3.42,21.73,0.69
2013-01-23 0800,11.69,0,26.98,0,17.39,22.56,1.1
2013-01-23 0900,75.37,0,110.96,0.01,31.07,23.58,0.69
2013-01-23 1000,355.46,116.92,349.6,0.04,44.12,24.64,0.55
2013-01-23 1100,299.24,24.38,371.98,0.03,55.8,25.82,0.62
2013-01-23 1200,262.19,5.08,344.89,0.03,64.14,26.96,0.76
2013-01-23 1300,259.7,4.07,344.88,0.03,65.42,27.79,0.48
2013-01-23 1400,412.4,107.08,437.63,0.04,58.78,25.33,0.83
2013-01-23 1500,371.68,110.6,374.83,0.04,47.81,24.78,1.17
2013-01-23 1600,237.8,43.35,270.36,0.02,35.05,25.35,1.38
2013-01-23 1700,48.16,0,76.97,0.01,21.52,24.79,0.9
2013-01-23 1800,25.54,0,46.97,0,7.61,24.18,0.34
2013-01-23 1900,0,0,0,0,0,23.58,0.34
2013-01-23 2000,0,0,0,0,0,23.5,0.14
2013-01-23 2100,0,0,0,0,0,23.12,0.28
2013-01-23 2200,0,0,0,0,0,22.25,0.97
2013-01-23 2300,0,0,0,0,0,22.16,0.9
2013-01-24 0000,0,0,0,0,0,22.06,0.76
2013-01-24 0100,0,0,0,0,0,22.29,0.48
2013-01-24 0200,0,0,0,0,0,22.2,0.62
2013-01-24 0300,0,0,0,0,0,22.15,0.69
2013-01-24 0400,0,0,0,0,0,22.28,0.48
2013-01-24 0500,0,0,0,0,0,22.41,0.41
2013-01-24 0600,0,0,0,0,0,22.36,0.41
2013-01-24 0700,3.22,0,12.99,0,3.38,22.09,0.76
2013-01-24 0800,32.43,0,55.96,0,17.38,22.92,0.76
2013-01-24 0900,38.31,0,63.97,0.01,31.08,24.11,1.1
2013-01-24 1000,190.05,3.05,251.91,0.02,44.18,25.4,0.9
2013-01-24 1100,325.08,37.58,392.05,0.03,55.92,26.31,1.03
2013-01-24 1200,322.16,23.37,404.96,0.03,64.33,27.01,0.9
2013-01-24 1300,537.23,280.75,446.58,0.06,65.67,27.67,0.9
2013-01-24 1400,376.86,68.31,428.32,0.04,59,25.9,1.17
2013-01-24 1500,475.95,309.2,322.18,0.05,47.99,26.08,0.76
2013-01-24 1600,420.72,381.74,168.41,0.04,35.2,24.89,0.9
2013-01-24 1700,248.69,237.34,101.17,0.03,21.63,24.84,0.83
2013-01-24 1800,27.01,0,48.97,0,7.71,24.16,0.48
2013-01-24 1900,0,0,0,0,0,23.54,0.28
2013-01-24 2000,0,0,0,0,0,23.37,0.14
2013-01-24 2100,0,0,0,0,0,23.23,0.07
2013-01-24 2200,0,0,0,0,0,23.01,0.21
2013-01-24 2300,0,0,0,0,0,22.69,0.28
2013-01-25 0000,0,0,0,0,0,22.37,0.21
2013-01-25 0100,0,0,0,0,0,21.72,0.55
2013-01-25 0200,0,0,0,0,0,21.7,0.48
2013-01-25 0300,0,0,0,0,0,21.38,0.62
2013-01-25 0400,0,0,0,0,0,21.23,0.69
2013-01-25 0500,0,0,0,0,0,21.27,0.62
2013-01-25 0600,0,0,0,0,0,21.09,0.55
2013-01-25 0700,3.78,0,13.99,0,3.35,21.17,0.55
2013-01-25 0800,92.46,0,130.91,0.01,17.37,21.39,0.83
2013-01-25 0900,315.54,187.56,222.06,0.03,31.1,22.64,0.83
2013-01-25 1000,497.79,414.62,236.6,0.05,44.24,23.24,0.69
2013-01-25 1100,547.98,384.82,347.72,0.06,56.03,24.41,0.48
2013-01-25 1200,423.52,101.57,463.43,0.04,64.53,25.69,0.41
2013-01-25 1300,429.08,106.78,470.51,0.05,65.92,27.16,0.41
2013-01-25 1400,510.84,274.22,414.73,0.05,59.22,27.3,0.69
2013-01-25 1500,574.97,626.42,150.06,0.06,48.16,27.15,0.62
2013-01-25 1600,417.87,391.91,163.37,0.04,35.34,26.98,0.48
2013-01-25 1700,210.87,138.53,150.85,0.02,21.75,26.66,0.41
2013-01-25 1800,26.02,0,47.97,0,7.8,25.97,0.28
2013-01-25 1900,0,0,0,0,0,25.59,0.07
2013-01-25 2000,0,0,0,0,0,25,0.14
2013-01-25 2100,0,0,0,0,0,24.03,0.55
2013-01-25 2200,0,0,0,0,0,23.31,0.62
2013-01-25 2300,0,0,0,0,0,22.8,0.55
2013-01-26 0000,0,0,0,0,0,22.12,0.69
2013-01-26 0100,0,0,0,0,0,20.92,1.03
2013-01-26 0200,0,0,0,0,0,20.73,0.83
2013-01-26 0300,0,0,0,0,0,20.36,0.83
2013-01-26 0400,0,0,0,0,0,20.03,0.76
2013-01-26 0500,0,0,0,0,0,19.64,0.83
2013-01-26 0600,0,0,0,0,0,19.55,0.69
2013-01-26 0700,32.98,0,55.96,0,3.32,19.62,0.48
2013-01-26 0800,69.75,0,102.93,0.01,17.36,21.2,0.48
2013-01-26 0900,332.61,226.22,206.18,0.03,31.12,22.28,0.48
2013-01-26 1000,540.81,568.94,146.34,0.06,44.3,23.37,0.34
2013-01-26 1100,644.24,738.01,145.38,0.07,56.15,25.25,0.21
2013-01-26 1200,713.97,919.01,87.97,0.08,64.74,26.4,0.14
2013-01-26 1300,684.17,752.41,206,0.08,66.18,27.28,0.34
2013-01-26 1400,656.86,734.82,173.99,0.07,59.45,28.34,0.69
2013-01-26 1500,363.59,107.45,377.77,0.04,48.34,28.64,0.97
2013-01-26 1600,227.43,36.08,269.26,0.02,35.48,28.16,1.03
2013-01-26 1700,165.11,57.69,170.82,0.02,21.86,27.8,0.83
2013-01-26 1800,28.87,0,51.96,0,7.89,26.51,0.69
2013-01-26 1900,0,0,0,0,0,25.63,0.48
2013-01-26 2000,0,0,0,0,0,25.23,0.34
2013-01-26 2100,0,0,0,0,0,24.54,0.41
2013-01-26 2200,0,0,0,0,0,23.64,0.62
2013-01-26 2300,0,0,0,0,0,21.96,0.9
2013-01-27 0000,0,0,0,0,0,21.33,0.83
2013-01-27 0100,0,0,0,0,0,20.79,0.83
2013-01-27 0200,0,0,0,0,0,21.11,0.9
2013-01-27 0300,0,0,0,0,0,20.66,0.9
2013-01-27 0400,0,0,0,0,0,20.15,0.9
2013-01-27 0500,0,0,0,0,0,19.5,0.97
2013-01-27 0600,0,0,0,0,0,19.34,0.9
2013-01-27 0700,17.41,0,34.98,0,3.29,19.65,0.76
2013-01-27 0800,93.06,0,131.91,0.01,17.36,21.72,0.62
2013-01-27 0900,358.26,292.36,173.27,0.04,31.15,23.08,0.9
2013-01-27 1000,544.91,569.81,146.32,0.06,44.36,24.29,0.97
2013-01-27 1100,606.53,551.1,260.82,0.06,56.28,25.15,0.97
2013-01-27 1200,523.07,247.73,452.24,0.06,64.95,25.86,0.9
2013-01-27 1300,578.1,371.04,414.91,0.06,66.44,27.2,0.83
2013-01-27 1400,542.27,333.19,393.97,0.06,59.67,27.55,1.31
2013-01-27 1500,464.66,275.19,339.95,0.05,48.51,27.45,1.38
2013-01-27 1600,345.52,192.72,262.79,0.04,35.61,27.37,1.24
2013-01-27 1700,247.52,229.55,109.15,0.03,21.97,27,1.17
2013-01-27 1800,28.22,0,50.96,0,7.97,25.98,0.83
2013-01-27 1900,0,0,0,0,0,25.41,0.55
2013-01-27 2000,0,0,0,0,0,24.48,0.62
2013-01-27 2100,0,0,0,0,0,23.53,0.76
2013-01-27 2200,0,0,0,0,0,22.63,0.83
2013-01-27 2300,0,0,0,0,0,21.23,1.1
2013-01-28 0000,0,0,0,0,0,20.56,1.1
2013-01-28 0100,0,0,0,0,0,19.78,1.1
2013-01-28 0200,0,0,0,0,0,19.63,1.1
2013-01-28 0300,0,0,0,0,0,19.09,1.17
2013-01-28 0400,0,0,0,0,0,18.75,1.17
2013-01-28 0500,0,0,0,0,0,18.73,1.03
2013-01-28 0600,0,0,0,0,0,19.09,0.97
2013-01-28 0700,31.4,0,53.96,0,3.27,20.05,1.1
2013-01-28 0800,69,0,101.93,0.01,17.36,21.32,1.1
2013-01-28 0900,370.65,323.82,155.24,0.04,31.18,22.77,1.31
2013-01-28 1000,548.22,570.67,146.3,0.06,44.43,24.16,1.24
2013-01-28 1100,591.26,496.18,291.79,0.06,56.41,25.6,1.24
2013-01-28 1200,705.75,786.66,176.63,0.08,65.17,26.68,1.31
2013-01-28 1300,720.39,846.61,147.56,0.08,66.7,27.51,1.17
2013-01-28 1400,679.52,781.33,146.73,0.07,59.9,28,1.31
2013-01-28 1500,570.37,587.04,178.2,0.06,48.69,28.39,1.31
2013-01-28 1600,434.52,428.57,146.22,0.04,35.75,28.11,1.31
2013-01-28 1700,235.63,194.84,128.11,0.02,22.08,27.6,1.1
2013-01-28 1800,28.92,0,51.96,0,8.06,26.26,0.9
2013-01-28 1900,0,0,0,0,0,24.42,0.9
2013-01-28 2000,0,0,0,0,0,23.28,0.97
2013-01-28 2100,0,0,0,0,0,22.09,1.1
2013-01-28 2200,0,0,0,0,0,21.13,1.24
2013-01-28 2300,0,0,0,0,0,20.35,1.31
2013-01-29 0000,0,0,0,0,0,19.86,1.24
2013-01-29 0100,0,0,0,0,0,19.38,1.1
2013-01-29 0200,0,0,0,0,0,19.23,1.03
2013-01-29 0300,0,0,0,0,0,18.86,1.03
2013-01-29 0400,0,0,0,0,0,18.41,0.9
2013-01-29 0500,0,0,0,0,0,18.48,0.9
2013-01-29 0600,0,0,0,0,0,18.45,0.97
2013-01-29 0700,43.23,0,68.95,0.01,3.25,19.06,0.97
2013-01-29 0800,69.23,0,101.93,0.01,17.36,20.75,1.31
2013-01-29 0900,387,376.63,125.14,0.04,31.21,23.06,1.17
2013-01-29 1000,541.76,550.21,159.34,0.06,44.51,24.73,1.31
2013-01-29 1100,601.55,530.55,273.77,0.06,56.55,25.76,1.17
2013-01-29 1200,611.64,456.67,368.92,0.07,65.39,26.41,1.17
2013-01-29 1300,650.04,569.02,318.22,0.07,66.97,27.37,1.17
2013-01-29 1400,640.97,634.49,239.26,0.07,60.13,27.5,1.03
2013-01-29 1500,496.04,345.58,312.21,0.05,48.86,27.41,1.38
2013-01-29 1600,86.05,0,125.95,0.01,35.89,27.19,1.59
2013-01-29 1700,24.53,0,45.98,0,22.18,26.54,1.24
2013-01-29 1800,26.8,0,48.97,0,8.14,25.73,0.9
2013-01-29 1900,0,0,0,0,0,24.72,0.48
2013-01-29 2000,0,0,0,0,0,24.51,0.28
2013-01-29 2100,0,0,0,0,0,24.17,0.34
2013-01-29 2200,0,0,0,0,0,22.18,0.97
2013-01-29 2300,0,0,0,0,0,21.26,1.17
2013-01-30 0000,0,0,0,0,0,20.91,0.97
2013-01-30 0100,0,0,0,0,0,20.55,1.03
2013-01-30 0200,0,0,0,0,0,20.41,0.9
2013-01-30 0300,0,0,0,0,0,19.77,0.97
2013-01-30 0400,0,0,0,0,0,19.26,0.97
2013-01-30 0500,0,0,0,0,0,19,0.97
2013-01-30 0600,0,0,0,0,0,19.44,0.9
2013-01-30 0700,29.1,0,50.96,0,3.23,20.25,1.17
2013-01-30 0800,92.68,0,130.91,0.01,17.37,21.21,1.38
2013-01-30 0900,330.32,216.74,211.06,0.03,31.25,22.77,1.1
2013-01-30 1000,541.77,551.07,159.31,0.06,44.58,24.54,1.17
2013-01-30 1100,649.38,701.82,171.45,0.07,56.69,26.05,1.24
2013-01-30 1200,695.56,745.73,204.73,0.07,65.62,26.83,1.24
2013-01-30 1300,565.44,327.12,435.67,0.06,67.25,27.86,1.38
2013-01-30 1400,575.8,429.68,354.21,0.06,60.36,27.75,0.76
2013-01-30 1500,476.8,306.64,332.04,0.05,49.04,27.38,0.62
2013-01-30 1600,443.95,457.07,132.07,0.05,36.02,27.05,0.69
2013-01-30 1700,179.91,73.24,173,0.02,22.29,26.55,0.83
2013-01-30 1800,0.8,0,7.99,0,8.22,25.6,0.76
2013-01-30 1900,0,0,0,0,0,24.69,0.83
2013-01-30 2000,0,0,0,0,0,23.8,0.69
2013-01-30 2100,0,0,0,0,0,23.11,0.76
2013-01-30 2200,0,0,0,0,0,22.66,0.76
2013-01-30 2300,0,0,0,0,0,22.19,0.76
2013-01-31 0000,0,0,0,0,0,21.77,0.9
2013-01-31 0100,0,0,0,0,0,21.3,0.9
2013-01-31 0200,0,0,0,0,0,20.93,0.9
2013-01-31 0300,0,0,0,0,0,20.6,0.9
2013-01-31 0400,0,0,0,0,0,20.42,0.9
2013-01-31 0500,0,0,0,0,0,20.3,0.9
2013-01-31 0600,0,0,0,0,0,20.26,0.83
2013-01-31 0700,28.99,0,50.96,0,3.22,20.83,0.62
2013-01-31 0800,79.77,0,115.92,0.01,17.38,22.57,0.76
2013-01-31 0900,373.92,343.8,144.15,0.04,31.29,23.71,0.83
2013-01-31 1000,526.14,511.34,183.37,0.05,44.66,24.8,0.76
2013-01-31 1100,549.47,379.22,354.55,0.06,56.83,26.06,1.03
2013-01-31 1200,546.55,296.2,440.38,0.06,65.85,26.86,0.97
2013-01-31 1300,383.94,58.91,456.16,0.04,67.53,27.79,0.62
2013-01-31 1400,637.12,625.02,247.23,0.07,60.59,27.22,0.76
2013-01-31 1500,496.76,356.63,309.19,0.05,49.21,27.84,0.83
2013-01-31 1600,451.94,467.19,127,0.05,36.15,26.29,1.1
2013-01-31 1700,223.36,150.56,151.82,0.02,22.39,25.9,1.31
2013-01-31 1800,2.15,0,10.99,0,8.3,25.22,0.97
2013-01-31 1900,0,0,0,0,0,24.46,0.83
2013-01-31 2000,0,0,0,0,0,23.93,0.48
2013-01-31 2100,0,0,0,0,0,23.97,0.34
2013-01-31 2200,0,0,0,0,0,22.95,0.62
2013-01-31 2300,0,0,0,0,0,22.25,0.83
2013-02-01 0000,0,0,0,0,0,21.91,0.83
2013-02-01 0100,0,0,0,0,0,21.54,0.9
2013-02-01 0200,0,0,0,0,0,21.49,0.76
2013-02-01 0300,0,0,0,0,0,21.25,0.9
2013-02-01 0400,0,0,0,0,0,21.23,0.9
2013-02-01 0500,0,0,0,0,0,21.21,0.97
2013-02-01 0600,0,0,0,0,0,21.13,1.03
2013-02-01 0700,24.74,0,45.37,0,3.21,21.52,1.1
2013-02-01 0800,89.56,0,127.91,0.01,17.39,22.7,1.38
2013-02-01 0900,378.58,354.85,137.1,0.04,31.33,24.28,1.52
2013-02-01 1000,556.58,613.64,119.05,0.06,44.75,25.75,1.38
2013-02-01 1100,517.9,301.07,387.29,0.05,56.98,26.76,1.38
2013-02-01 1200,584.48,385.37,403.66,0.06,66.08,27.27,1.24
2013-02-01 1300,638.67,534.11,339.12,0.07,67.81,27.68,1.1
2013-02-01 1400,476.13,194.38,442.12,0.05,60.82,27.99,1.31
2013-02-01 1500,560.48,535.3,213.26,0.06,49.38,27.65,1.31
2013-02-01 1600,268.81,68.92,286.57,0.03,36.28,27.08,1.45
2013-02-01 1700,231.75,171.36,142.92,0.02,22.49,26.34,1.31
2013-02-01 1800,30.49,0,53.96,0,8.37,25.68,1.17
2013-02-01 1900,0,0,0,0,0,24.76,1.1
2013-02-01 2000,0,0,0,0,0,24.12,0.9
2013-02-01 2100,0,0,0,0,0,23.35,0.76
2013-02-01 2200,0,0,0,0,0,22.94,0.76
2013-02-01 2300,0,0,0,0,0,22.49,0.83
2013-02-02 0000,0,0,0,0,0,21.9,0.83
2013-02-02 0100,0,0,0,0,0,21.56,0.83
2013-02-02 0200,0,0,0,0,0,21.25,0.83
2013-02-02 0300,0,0,0,0,0,20.94,0.76
2013-02-02 0400,0,0,0,0,0,20.72,0.83
2013-02-02 0500,0,0,0,0,0,20.43,0.9
2013-02-02 0600,0,0,0,0,0,20.38,0.83
2013-02-02 0700,38.96,0,63.95,0.01,3.2,20.7,0.83
2013-02-02 0800,91.41,0,129.91,0.01,17.41,21.99,0.97
2013-02-02 0900,290.29,137.21,240.68,0.03,31.38,23.44,1.1
2013-02-02 1000,482.08,365.03,266.35,0.05,44.84,25.03,1.17
2013-02-02 1100,565.7,415.51,337.57,0.06,57.13,26.66,1.52
2013-02-02 1200,470.26,152.09,472.64,0.05,66.33,27.84,1.86
2013-02-02 1300,447.49,117.76,478.51,0.05,68.1,28.45,1.79
2013-02-02 1400,431.31,128.2,448.68,0.05,61.05,27.8,0.97
2013-02-02 1500,491.14,340.08,318.08,0.05,49.56,28.3,0.97
2013-02-02 1600,436.51,425.7,153.13,0.04,36.41,28.13,1.1
2013-02-02 1700,237.81,190.05,134.98,0.03,22.59,27.52,0.97
2013-02-02 1800,31.81,0,55.96,0,8.45,26.65,1.1
2013-02-02 1900,0,0,0,0,0,25.48,1.24
2013-02-02 2000,0,0,0,0,0,24.55,1.38
2013-02-02 2100,0,0,0,0,0,23.63,1.45
2013-02-02 2200,0,0,0,0,0,23.03,1.45
2013-02-02 2300,0,0,0,0,0,22.59,1.31
2013-02-03 0000,0,0,0,0,0,22.14,1.17
2013-02-03 0100,0,0,0,0,0,21.76,1.03
2013-02-03 0200,0,0,0,0,0,21.8,0.83
2013-02-03 0300,0,0,0,0,0,21.64,0.83
2013-02-03 0400,0,0,0,0,0,21.66,0.76
2013-02-03 0500,0,0,0,0,0,21.95,0.83
2013-02-03 0600,0,0,0,0,0,22.16,0.83
2013-02-03 0700,27.3,0,48.97,0,3.19,22.25,0.9
2013-02-03 0800,83.75,0,120.91,0.01,17.43,22.82,0.97
2013-02-03 0900,186.74,20.32,228.02,0.02,31.43,23.89,1.38
2013-02-03 1000,257.53,23.31,314.98,0.03,44.93,24.86,1.38
2013-02-03 1100,382.9,83.08,424.25,0.04,57.28,26.12,0.76
2013-02-03 1200,406.6,78.05,462.23,0.04,66.57,26.05,0.76
2013-02-03 1300,177.24,0,238.9,0.02,68.39,25.84,1.38
2013-02-03 1400,233.3,2.03,309.88,0.02,61.28,27.64,1.59
2013-02-03 1500,74.89,0,111.96,0.01,49.72,27.22,1.24
2013-02-03 1600,158.51,3.08,211.94,0.02,36.54,25.26,1.17
2013-02-03 1700,32.22,0,55.98,0,22.68,24.21,0.69
2013-02-03 1800,7.17,0,19.99,0,8.52,23.79,0.83
2013-02-03 1900,0,0,0,0,0,23.19,0.76
2013-02-03 2000,0,0,0,0,0,22.61,0.83
2013-02-03 2100,0,0,0,0,0,22.19,0.97
2013-02-03 2200,0,0,0,0,0,21.85,0.9
2013-02-03 2300,0,0,0,0,0,21.96,0.9
2013-02-04 0000,0,0,0,0,0,21.64,1.03
2013-02-04 0100,0,0,0,0,0,21.68,0.97
2013-02-04 0200,0,0,0,0,0,21.77,0.76
2013-02-04 0300,0,0,0,0,0,21.76,0.69
2013-02-04 0400,0,0,0,0,0,22.07,0.62
2013-02-04 0500,0,0,0,0,0,21.75,0.62
2013-02-04 0600,0,0,0,0,0,21.65,0.69
2013-02-04 0700,13.07,0,28.98,0,3.19,21.84,0.69
2013-02-04 0800,56.58,0,86.94,0.01,17.45,22.47,0.62
2013-02-04 0900,50.22,0,78.97,0.01,31.48,22.79,0.83
2013-02-04 1000,133.99,0,183.93,0.01,45.02,24.27,0.97
2013-02-04 1100,187.39,0,250.9,0.02,57.44,24.85,1.03
2013-02-04 1200,123.35,0,171.93,0.01,66.82,25.91,1.1
2013-02-04 1300,56.85,0,88.96,0.01,68.69,27.2,1.03
2013-02-04 1400,85.55,0,124.95,0.01,61.52,26.09,0.76
2013-02-04 1500,177.2,0,239.9,0.02,49.89,26.52,1.1
2013-02-04 1600,182.18,8.22,235.97,0.02,36.66,24.73,0.9
2013-02-04 1700,49.98,0,78.97,0.01,22.78,23.73,0.83
2013-02-04 1800,19.1,0,37.97,0,8.59,23.96,0.34
2013-02-04 1900,0,0,0,0,0,23.3,0.69
2013-02-04 2000,0,0,0,0,0,23.09,0.83
2013-02-04 2100,0,0,0,0,0,22.62,0.76
2013-02-04 2200,0,0,0,0,0,22.59,0.69
2013-02-04 2300,0,0,0,0,0,22.46,0.69
2013-02-05 0000,0,0,0,0,0,22.01,0.55
2013-02-05 0100,0,0,0,0,0,21.58,0.48
2013-02-05 0200,0,0,0,0,0,21.74,0.76
2013-02-05 0300,0,0,0,0,0,21.62,0.69
2013-02-05 0400,0,0,0,0,0,21.34,0.55
2013-02-05 0500,0,0,0,0,0,22.05,0.41
2013-02-05 0600,0,0,0,0,0,22.09,0.41
2013-02-05 0700,2.71,0,11.99,0,3.2,22.06,0.55
2013-02-05 0800,62.07,0,93.93,0.01,17.48,22.59,0.41
2013-02-05 0900,234.03,58.88,249.22,0.02,31.54,23.57,0.62
2013-02-05 1000,323.64,74.97,350.23,0.03,45.12,24.71,0.55
2013-02-05 1100,234.5,3.04,309.89,0.02,57.6,25.59,0.34
2013-02-05 1200,520.33,243.17,460.04,0.06,67.08,26.27,0.48
2013-02-05 1300,470.7,150.14,482.66,0.05,68.99,26.76,0.62
2013-02-05 1400,315.6,24.4,393.98,0.03,61.75,26.35,0.83
2013-02-05 1500,266.08,18.37,332.99,0.03,50.06,26.04,1.38
2013-02-05 1600,214.9,22.6,263.09,0.02,36.78,25.65,1.24
2013-02-05 1700,81.17,1.04,117.96,0.01,22.87,25.29,0.97
2013-02-05 1800,2.66,0,11.99,0,8.65,24.59,0.48
2013-02-05 1900,0,0,0,0,0,23.32,0.41
2013-02-05 2000,0,0,0,0,0,23.49,0.14
2013-02-05 2100,0,0,0,0,0,23.3,0.28
2013-02-05 2200,0,0,0,0,0,21.77,0.48
2013-02-05 2300,0,0,0,0,0,21.56,0.55
2013-02-06 0000,0,0,0,0,0,21.12,0.55
2013-02-06 0100,0,0,0,0,0,20.8,0.55
2013-02-06 0200,0,0,0,0,0,20.6,0.55
2013-02-06 0300,0,0,0,0,0,20.51,0.55
2013-02-06 0400,0,0,0,0,0,20.31,0.69
2013-02-06 0500,0,0,0,0,0,20.24,0.83
2013-02-06 0600,0,0,0,0,0,20,0.83
2013-02-06 0700,48.33,0,75.95,0.01,3.2,20.77,0.69
2013-02-06 0800,72.58,0,106.92,0.01,17.51,22.62,1.17
2013-02-06 0900,119.93,1.01,164.94,0.01,31.6,23.66,1.17
2013-02-06 1000,492.47,392.94,253.26,0.05,45.22,24.9,1.03
2013-02-06 1100,651.64,719.82,164.24,0.07,57.76,25.62,0.76
2013-02-06 1200,656.61,602.7,296.78,0.07,67.34,25.91,0.69
